,AreaName,AvgPrice,Latitude,Longitude,PinCode,District
583,Kapas Hera Extension,1866.67,28.594804,77.198137,110021,New Delhi District
584,Karampura West,13513.51,28.664786,77.147423,110015,West District
585,Kg 2 Road,8801.96,28.635922,77.078407,110018,West District
586,Lig Flats,8819.93,28.634795,77.06071,110059,West District
587,Mandakini Enclave,16388.89,28.529337,77.248602,110019,South East Delhi District
588,Mandi Road,5800,28.447834,77.144264,110047,South District
589,Mount Kailash Apartment,18333.33,28.553428,77.245946,110065,South East Delhi District
590,Narmada Apartments,13462.57,28.527007,77.248206,110019,South East Delhi District
591,Netaji Subash Marg,7826.09,28.645492,77.240409,110002,Central District
592,Noor Nagar,4266.67,28.557413,77.287111,110025,South East Delhi District
593,Partap Nagar,5000,28.708526,77.307316,110093,Shahdara District
594,Paschim Vihar A 1 Block,8300,28.678813,77.096991,110063,West District
595,Pocket 11 Sector B,16000,28.532134,77.151477,110070,South District
596,Pocket 2 Sector D,13365.38,28.613827,77.327863,110096,East District
597,Pocket 9 Sector C,16666.67,28.539503,77.143912,110070,South District
598,Residential Flat Mehrauli,3370.79,28.521341,77.179337,110030,South District
599,Rishi Nagar,6222.22,28.686199,77.127398,110034,North West District
600,Saiyad Ul Ajaib Village,3777.78,28.51808,77.200847,110030,South District
601,Salempur Majra,18750,28.768899,77.196855,110084,Central District
602,Sector 1,8674.1,28.849061,77.116154,110040,North District
603,Sector 10 Pocket 1,7250,28.594815,77.074271,110075,South West District
604,Sector 12 Dwarka Pocket 2,8000,28.595479,77.047881,110078,South West District
605,Sector 21 Road,5263.16,28.558233,77.0688,110077,New Delhi District
606,Sector 30,4603.58,28.755792,77.082597,110042,North District
607,Sector4Pkt 1,9233.81,28.514217,77.106693,110038,New Delhi District
608,Shahabad Mohammadpur,4266.67,28.557121,77.071742,110037,New Delhi District
609,Shankar Vihar,12306.61,28.566631,77.14623,110010,New Delhi District
610,Subzi Mandi,4784.69,28.67191,77.204144,110007,Central District
611,Ujwa,4200,28.570126,76.912299,110073,South West District
612,10 Dwarka Sector 9 Road,8493.15,28.57934,77.065129,110077,South West District
613,103 Sector 21 Road,9565.22,28.711812,77.068569,110086,North West District
614,103 Sector Road,5136.99,28.735093,77.142806,110042,North District
615,109 Sector 21 Road,5611.92,28.711593,77.06527,110086,North West District
616,119 Sector 6 Road,4137.93,28.602664,77.06306,110059,South West District
617,137 Sector 13 Main Road,6383.95,28.604477,77.034784,110078,South West District
618,144 Sector B Road,2592.59,28.73223,77.08159,110042,North District
619,22 Sector 13 Main Road,12500,28.721875,77.056835,110086,North West District
620,4 Dwarka Sector 9 Road,7123.44,28.57934,77.065129,110077,South West District
621,4 Sector 4 Road,11562.5,28.578168,77.170562,110021,New Delhi District
622,6 Sector 13 Main Road,8529.41,28.716626,77.130988,110085,North District
623,65 Sector Road,10255.13,28.734693,77.142685,110042,North District
624,78 Sector 6 Road,4790.07,28.71291,77.11147,110085,North West District
625,88 Sector 22 Road,4837.43,28.716754,77.060352,110086,North West District
626,89 Sector 22 Road,10500,28.718233,77.062444,110086,North West District
627,A Block Road,11785.71,28.700281,77.094663,110083,North West District
628,Ahinsa Vihar Road,4642.86,28.712273,77.123604,110085,North District
629,B4 Block,11764.71,28.699916,77.266174,110053,North East District
630,Baprola,10952.38,28.641795,77.014447,110043,West District
631,Bhagat Chandra Hospital,6800,28.593252,77.081135,110045,South West District
632,Bhagwati Garden Extension,4100,28.625185,77.030035,110059,West District
633,Bharthal,2285.71,28.544379,77.047411,110077,South West District
634,Block Gh5,7333.33,28.572861,77.071862,110077,New Delhi District
635,Block Ld Dakshini Pitampura,16666.67,28.69176,77.120353,110034,North West District
636,Block Sd Delhi,7588.24,28.696568,77.145981,110034,North West District
637,Commercial Shop Indra Park,29761.9,28.619936,77.068563,110059,West District
638,D B Gupta Road,15428.57,28.665973,77.301846,110032,Shahdara District
639,D3 Street,23333.33,28.564081,77.154981,110057,New Delhi District
640,Dda Flats,18888.89,28.606942,77.107619,110058,New Delhi District
641,Delhi Haridwar Road,4363.64,28.627874,77.252394,110013,Central District
642,Desh Bandhu Gupta Marg,11125,28.652157,77.194249,110005,Central District
643,Dilshad Colony New Simapuri,12241.05,28.6884,77.326317,110095,Shahdara District
644,Durga Vihar New Delhi,3571.43,28.594923,76.984881,110043,South West District
645,Dwarka 29 Sector,3975.63,28.57616,77.050916,110075,South West District
646,Dwarka Flyover,9714.29,28.592907,77.079503,110075,South West District
647,Dwarka Sec 21,3800,28.558233,77.0688,110077,New Delhi District
648,Dwarka Sec3,8333.33,28.56448,77.055066,110077,New Delhi District
649,Dwarka Sec6 Market,8857.14,28.590629,77.057679,110075,South West District
650,Dwarka Sector 12 Pocket 6,7500,28.592126,77.044647,110078,South West District
651,Dwarka Sector 23 Pocket 1,10584.62,28.56448,77.055066,110077,New Delhi District
652,Dwarka Sector 25,3800,28.555591,77.054558,110077,South West District
653,Dwarka Sector 9 Road,9250,28.57934,77.065129,110077,South West District
654,Epdp Colony,7764.71,28.583717,77.224496,110003,South East Delhi District
655,Fajalpur Village,11000,28.624655,77.289184,110092,East District
656,Gharoli Dairy Farm,10464.43,28.612945,77.332072,110096,East District
657,Godavari Apartments,11764.71,28.526516,77.253432,110019,South East Delhi District
658,Goyla Vihar,13888.89,28.581475,77.016036,110071,South West District
659,Grand Trunk Road,1582.8,28.670169,77.26454,110031,Shahdara District
660,Ignou Road Sainik Farm,2962.96,28.4916,77.20543,110062,South District
661,Inder Enclave,10344.83,28.70528,77.0464,110086,North West District
662,Jagdamba Camp,11111.11,28.520396,77.306913,110076,South East Delhi District
663,Kapas Hera Estate,3200,28.594804,77.198137,110021,New Delhi District
664,Khanpur Dhani,8431.37,28.709851,77.279332,110094,North East District
665,Khari Baoli,4878.05,28.657404,77.222944,110006,Central District
666,Khari Baoli Road,2808.4,28.657648,77.216728,110006,Central District
667,Kondali Main,5625,28.614001,77.324394,110096,East District
668,Link Road Ip Extension,5483.87,28.629337,77.302631,110092,East District
669,Lodhi Road Quarters,9523.81,28.587623,77.228376,110003,South East Delhi District
670,Mahaveer Nagar Kotla Mubarakpur,24429.97,28.575093,77.226034,110003,South East Delhi District
671,Mahipalpur Rangpuri Road,2820.51,28.540649,77.119477,110037,New Delhi District
672,Mahrauli,3518.52,28.500353,77.301768,110044,South East Delhi District
673,Masjid Moth Phase 2,10769.23,28.540533,77.233534,110048,South East Delhi District
674,Meenakshi Garden,12213.74,28.639439,77.103622,110018,West District
675,Nangloi Saiyed Village,5491.7,28.660145,77.08348,110087,West District
676,Nathupur Road,10000,28.597113,77.132191,110010,New Delhi District
677,Nelson Mandela Marg,20000,28.55343,77.166359,110067,New Delhi District
678,New Govindpura,6666.67,28.645781,77.284887,110051,East District
679,New Krishna Nagar,5000,28.65846,77.283538,110051,Shahdara District
680,New Pragatesheel Apartment,7586.21,28.600928,77.320745,110096,East District
681,Om Vihar Extn Om Vihar,4943.75,28.617795,77.050624,110059,West District
682,Om Vihar Phase 4,4750,28.625908,77.049997,110059,West District
683,Paryatan Vihar,9671.18,28.600932,77.313833,110096,East District
684,Pocket 10 Sector B,18000,28.532418,77.153659,110070,South District
685,Pocket 6 Sector 2,12500,28.834456,77.110325,110040,North District
686,Pocket 9,16250,28.599696,77.09011,110045,South West District
687,Pocket 9 Sector B,8181.82,28.531719,77.152256,110070,New Delhi District
688,Pocket A Sector 17 Dwarka,8181.82,28.591823,77.028044,110078,South West District
689,Police Lines,18181.82,28.697125,77.202464,110009,North District
690,Pontoon Bridge,80000,28.70587,77.232257,110054,North East District
691,Prime Chowk,8823.53,28.608729,77.208822,110011,New Delhi District
692,Puth Khurd Village,3428.57,28.770351,77.04933,110039,North District
693,Ram Colony Chattarpur,5555.56,28.496447,77.179047,110030,South District
694,Rampura Marg,9259.26,28.676958,77.153963,110035,North West District
695,Residential Flat Dharam Pura,3259.81,28.607164,76.992862,110043,South West District
696,Residential Flat East Of Kailash,11555.56,28.555346,77.247987,110065,South East Delhi District
697,Residential Flat Pocket A,2800,28.534737,77.288388,110076,South East Delhi District
698,Residential Flat Pocket D,2777.78,28.531203,77.296619,110076,South East Delhi District
699,Residential Flat Uttam Nagar,3777.78,28.618535,77.056782,110059,West District
700,Residential Floor Drayaganj,5149.79,28.610071,77.20741,110001,New Delhi District
701,Residential Floor East Ram Nagar,5288.16,28.623835,77.270836,,East District
702,Residential Floor Om Vihar,3442.13,28.626044,77.05264,110059,West District
703,Residential Floor Ram Nagar,3790.38,28.680237,77.296504,110032,Shahdara District
704,Residential Floor Tilak Nagar,4582.82,28.637748,77.088869,110018,West District
705,Residential Floor Uttam Nagar,4382.47,28.618535,77.056782,110059,West District
706,Residential Floorblocka Sector,841.24,28.610071,77.20741,110001,New Delhi District
707,Residential Floorpaschim Vihar,8131.84,28.610071,77.20741,110001,New Delhi District
708,Residential House Uttam Nagar,2812.5,28.618535,77.056782,110059,West District
709,Road Number 1,6646.97,28.479352,77.128902,110030,South District
710,Rocky Area,3333.33,28.712738,77.260986,110094,North East District
711,Sagarpur Palam Road,22222.22,28.604898,77.107483,110046,New Delhi District
712,Sec 6 Pocket 1,8750,28.594708,77.074252,110075,South West District
713,Sector 112,3188.01,28.855418,77.096334,110040,North District
714,Sector 12 Pocket 7,8166.67,28.840909,77.099224,110040,North District
715,Sector 13,8750,28.721065,77.128913,110089,North District
716,Sector 17,8421.05,28.741052,77.115233,110089,North District
717,Sector 18 A,7500,28.577017,77.050481,110075,South West District
718,Sector 18 Rohini,8947.37,28.740602,77.137224,110089,North District
719,Sector 18B Road,9642.86,28.840449,77.118471,110040,North District
720,Sector 21,4200,28.558233,77.0688,110077,New Delhi District
721,Sector 21 Dwarka New Delhi,8452.38,28.55764,77.067198,110077,New Delhi District
722,Sector 23 Road,9393.94,28.720863,77.078379,110085,North West District
723,Sector 25 Dwarka,4368.42,28.555591,77.054558,110077,South West District
724,Sector 37,5241.64,28.854101,77.102567,110040,North District
725,Sector B,17142.86,28.522471,77.164599,110070,South District
726,Shankar Garden,10540.54,28.629272,77.071521,110018,West District
727,Sheikh Sarai Inner Lane,16206.9,28.536347,77.221134,110017,South District
728,Siddharth Enclave,12500,28.617713,77.064994,110059,South West District
729,Siddhartha Enclave,11818.18,28.574015,77.258609,110014,South East Delhi District
730,Siddhartha Extension,9200,28.580603,77.258955,110014,South East Delhi District
731,Suraj Vihar,5625,28.612379,77.032206,110078,South West District
732,Sushant Vihar,3499.69,28.775758,77.168902,110036,North District
733,Telibara,5333.33,28.632694,77.21966,,New Delhi District
734,Timarpur,916.39,28.701694,77.221352,110054,Central District
735,V E E R Apartments Road,8387.1,28.688658,77.265926,110053,North East District
736,Vasant Enclave Road,12000,28.574318,77.159724,110057,New Delhi District
737,Vijay Mandal Enclave,12500,28.540769,77.204163,110016,South District
738,Vikaspuri Flyover,7222.22,28.638774,77.075727,110018,West District
